target_p,model,seed,candidate,variant,shots_per_pauli,repetitions,true_witness_expectation,theoretical_standard_error,mean_estimate,empirical_standard_deviation,certification_probability
0.6,qsnn,38,q0_m90_d2_g5,best_ema,1000,2000,-0.04609100023151023,0.0030380558226985616,-0.0461851519077952,0.0030355226768996736,1.0
0.6,qsnn,38,q0_m90_d2_g5,best_ema,5000,2000,-0.04609100023151023,0.0013586598677986065,-0.04606068922102304,0.0013569077741504203,1.0
0.6,qsnn,38,q0_m90_d2_g5,best_ema,10000,2000,-0.04609100023151023,0.0009607176058464129,-0.04608914100557176,0.0009557041739678884,1.0
0.6,vqc,38,v0_d2_g5,best_ema,100,2000,-0.3691782782396596,0.06722039556930617,-0.36804630527220283,0.06734016910706637,1.0
0.6,vqc,38,v0_d2_g5,best_ema,500,2000,-0.3691782782396596,0.03006187479347885,-0.3710228330865171,0.031149315500293866,1.0
0.6,vqc,38,v0_d2_g5,best_ema,1000,2000,-0.3691782782396596,0.02125695552164984,-0.36924777579742213,0.02123984699437657,1.0
0.6,vqc,38,v0_d2_g5,best_ema,5000,2000,-0.3691782782396596,0.009506399508219708,-0.36950334104754035,0.009638759003003901,1.0
0.6,vqc,38,v0_d2_g5,best_ema,10000,2000,-0.3691782782396596,0.006722039556930617,-0.3693824676404118,0.0068604676305901325,1.0
0.6,qsnn,39,q0_m90_d2_g5,best_ema,100,2000,-0.13130045057304368,0.02594809694819608,-0.13103066932428606,0.0263526559052826,1.0
0.6,qsnn,39,q0_m90_d2_g5,best_ema,500,2000,-0.13130045057304368,0.011604341732584256,-0.13138757674662285,0.0114676863398185,1.0
0.6,qsnn,39,q0_m90_d2_g5,best_ema,1000,2000,-0.13130045057304368,0.008205508730316377,-0.131362894645684,0.008473759641938812,1.0
0.6,qsnn,39,q0_m90_d2_g5,best_ema,5000,2000,-0.13130045057304368,0.0036696150621910815,-0.13126435472107323,0.0036774391749105784,1.0
0.6,qsnn,39,q0_m90_d2_g5,best_ema,10000,2000,-0.13130045057304368,0.002594809694819608,-0.13122914143695402,0.002605670965804018,1.0
0.6,vqc,39,v0_d2_g5,best_ema,100,2000,-0.32055418575539146,0.06535522313614375,-0.32277937212267316,0.06403469038441466,0.9985
0.6,vqc,39,v0_d2_g5,best_ema,500,2000,-0.32055418575539146,0.029227744323416887,-0.32082420318571814,0.02894013133100071,1.0
0.6,vqc,39,v0_d2_g5,best_ema,1000,2000,-0.32055418575539146,0.0206671362098747,-0.3209587904302898,0.02105206014796843,1.0
0.6,vqc,39,v0_d2_g5,best_ema,5000,2000,-0.32055418575539146,0.009242624293105437,-0.3205767816068878,0.009424614382894377,1.0
0.6,vqc,39,v0_d2_g5,best_ema,10000,2000,-0.32055418575539146,0.006535522313614375,-0.3205128916617307,0.006506986367929276,1.0
0.36,qsnn,20,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,20,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,20,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,20,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,20,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,20,v0_d2_g5,best_ema,100,2000,0.0934688165979935,0.0571678748934007,0.0920146793822717,0.05723096039459324,0.0005
0.36,vqc,20,v0_d2_g5,best_ema,500,2000,0.0934688165979935,0.025566250878169505,0.09358805312377586,0.026124662420884234,0.0
0.36,vqc,20,v0_d2_g5,best_ema,1000,2000,0.0934688165979935,0.018078069365470184,0.09311909175051804,0.01787715299993108,0.0
0.36,vqc,20,v0_d2_g5,best_ema,5000,2000,0.0934688165979935,0.008084758400629563,0.09336288763078278,0.007679990045988682,0.0
0.36,vqc,20,v0_d2_g5,best_ema,10000,2000,0.0934688165979935,0.00571678748934007,0.09343809838325126,0.0057599732359050766,0.0
0.36,qsnn,21,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,21,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,21,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,21,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,21,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,21,v0_d2_g5,best_ema,100,2000,0.0766903634767933,0.0542208996432132,0.07386929502074026,0.05559856775189221,0.001
0.36,vqc,21,v0_d2_g5,best_ema,500,2000,0.0766903634767933,0.024248323480683762,0.07706171844039601,0.023900797857467713,0.0
0.36,vqc,21,v0_d2_g5,best_ema,1000,2000,0.0766903634767933,0.017146153965596475,0.07720896947257172,0.017126642439882867,0.0
0.36,vqc,21,v0_d2_g5,best_ema,5000,2000,0.0766903634767933,0.007667993163950262,0.07666308984484894,0.007800372286428783,0.0
0.36,vqc,21,v0_d2_g5,best_ema,10000,2000,0.0766903634767933,0.0054220899643213204,0.0768604212690943,0.005467113340671666,0.0
0.36,qsnn,22,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,22,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,22,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,22,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,22,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,22,v0_d2_g5,best_ema,100,2000,0.07310915149496092,0.03830671326271549,0.07403111945182062,0.03780870984544982,0.0
0.36,vqc,22,v0_d2_g5,best_ema,500,2000,0.07310915149496092,0.017131282970004918,0.07357653695972675,0.01659120208391295,0.0
0.36,vqc,22,v0_d2_g5,best_ema,1000,2000,0.07310915149496092,0.012113646358516096,0.07296378004495206,0.012080096018779258,0.0
0.36,vqc,22,v0_d2_g5,best_ema,5000,2000,0.07310915149496092,0.005417387342606956,0.0731895054210795,0.005460706103298443,0.0
0.36,vqc,22,v0_d2_g5,best_ema,10000,2000,0.07310915149496092,0.0038306713262715487,0.07321232058854567,0.003924004816693079,0.0
0.36,qsnn,23,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,23,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,23,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,23,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,23,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,23,v0_d2_g5,best_ema,100,2000,0.13504875269229177,0.05263712285098413,0.13451649342066582,0.052295671893846915,0.0
0.36,vqc,23,v0_d2_g5,best_ema,500,2000,0.13504875269229177,0.02354003696696161,0.13517652940760042,0.023660671731164106,0.0
0.36,vqc,23,v0_d2_g5,best_ema,1000,2000,0.13504875269229177,0.01664531976872056,0.13457307128675114,0.016656725118349806,0.0
0.36,vqc,23,v0_d2_g5,best_ema,5000,2000,0.13504875269229177,0.007444013302016052,0.1351228882995269,0.007494684034943086,0.0
0.36,vqc,23,v0_d2_g5,best_ema,10000,2000,0.13504875269229177,0.005263712285098414,0.134991683922022,0.005398408494378971,0.0
0.36,qsnn,24,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,24,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,24,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,24,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,24,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,24,v0_d2_g5,best_ema,100,2000,0.2587360098847899,0.05593472183571573,0.2588189640181298,0.05493562777552134,0.0
0.36,vqc,24,v0_d2_g5,best_ema,500,2000,0.2587360098847899,0.025014768065440444,0.25921975876255493,0.02492494555645865,0.0
0.36,vqc,24,v0_d2_g5,best_ema,1000,2000,0.2587360098847899,0.017688112128881633,0.2583069538346431,0.017292759000365965,0.0
0.36,vqc,24,v0_d2_g5,best_ema,5000,2000,0.2587360098847899,0.007910364222763571,0.25885575877730865,0.00787981295943772,0.0
0.36,vqc,24,v0_d2_g5,best_ema,10000,2000,0.2587360098847899,0.005593472183571574,0.2587841372584056,0.005734685491351157,0.0
0.36,qsnn,25,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,25,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,25,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,25,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,25,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,25,v0_d2_g5,best_ema,100,2000,0.14003458329734172,0.05302612670932415,0.13922307419082547,0.053575412677647524,0.0
0.36,vqc,25,v0_d2_g5,best_ema,500,2000,0.14003458329734172,0.023714004781113206,0.13981655630151416,0.023557345214255804,0.0
0.36,vqc,25,v0_d2_g5,best_ema,1000,2000,0.14003458329734172,0.016768333589815356,0.1402299714072079,0.01697715393117815,0.0
0.36,vqc,25,v0_d2_g5,best_ema,5000,2000,0.14003458329734172,0.0074990267552440424,0.1400843197455144,0.00731683035448768,0.0
0.36,vqc,25,v0_d2_g5,best_ema,10000,2000,0.14003458329734172,0.005302612670932415,0.14004880987475707,0.0052242370111361906,0.0
0.36,qsnn,26,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,26,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,26,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,26,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,26,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,26,v0_d2_g5,best_ema,100,2000,0.10234002800581099,0.047862768082690944,0.10278450420066836,0.047854349136847725,0.0
0.36,vqc,26,v0_d2_g5,best_ema,500,2000,0.10234002800581099,0.02140488060484085,0.10221798235593851,0.021847467276914154,0.0
0.36,vqc,26,v0_d2_g5,best_ema,1000,2000,0.10234002800581099,0.015135536226171373,0.10205907104434357,0.015377359192593226,0.0
0.36,vqc,26,v0_d2_g5,best_ema,5000,2000,0.10234002800581099,0.006768817575525964,0.10245022322381914,0.006770986615077006,0.0
0.36,vqc,26,v0_d2_g5,best_ema,10000,2000,0.10234002800581099,0.004786276808269095,0.10231557490222111,0.004728318130632947,0.0
0.36,qsnn,27,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,27,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,27,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,27,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,27,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,27,v0_d2_g5,best_ema,100,2000,0.06641017670467313,0.054593084234389404,0.06493800379358038,0.05319264331258695,0.0005
0.36,vqc,27,v0_d2_g5,best_ema,500,2000,0.06641017670467313,0.02441476948989335,0.06672459685826755,0.024160388340111447,0.0
0.36,vqc,27,v0_d2_g5,best_ema,1000,2000,0.06641017670467313,0.017263849067410016,0.06679129258638704,0.017161963817939177,0.0
0.36,vqc,27,v0_d2_g5,best_ema,5000,2000,0.06641017670467313,0.007720628013605029,0.06626868679817983,0.0076699797154588505,0.0
0.36,vqc,27,v0_d2_g5,best_ema,10000,2000,0.06641017670467313,0.0054593084234389406,0.0663553673063561,0.005505515124569578,0.0
0.36,qsnn,28,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,28,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,28,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,28,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,28,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,28,v0_d2_g5,best_ema,100,2000,0.08783643254195117,0.060308880367953704,0.08775278602692967,0.06118069200883148,0.0005
0.36,vqc,28,v0_d2_g5,best_ema,500,2000,0.08783643254195117,0.026970951229929402,0.08746568471029752,0.027095104338991385,0.0
0.36,vqc,28,v0_d2_g5,best_ema,1000,2000,0.08783643254195117,0.019071342509734735,0.08813612254538455,0.01862640403351649,0.0
0.36,vqc,28,v0_d2_g5,best_ema,5000,2000,0.08783643254195117,0.008528963654789662,0.08789686442659433,0.008321756429346015,0.0
0.36,vqc,28,v0_d2_g5,best_ema,10000,2000,0.08783643254195117,0.00603088803679537,0.0877456374656245,0.005987291727662696,0.0
0.36,qsnn,29,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,29,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,29,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,29,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,29,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,29,v0_d2_g5,best_ema,100,2000,0.10380000293449106,0.055055321581721786,0.10380421012291273,0.054812868001267445,0.0
0.36,vqc,29,v0_d2_g5,best_ema,500,2000,0.10380000293449106,0.02462148831596823,0.10344757587973429,0.024630810337455677,0.0
0.36,vqc,29,v0_d2_g5,best_ema,1000,2000,0.10380000293449106,0.017410021351126483,0.10443645249562203,0.01801503131339093,0.0
0.36,vqc,29,v0_d2_g5,best_ema,5000,2000,0.10380000293449106,0.007785998246168312,0.10368902980575996,0.007884872892268687,0.0
0.36,vqc,29,v0_d2_g5,best_ema,10000,2000,0.10380000293449106,0.005505532158172179,0.10376307011458157,0.00555833672378303,0.0
0.36,qsnn,30,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,30,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,30,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,30,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,30,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,30,v0_d2_g5,best_ema,100,2000,0.037368769183591014,0.05926967710558422,0.039060252668160385,0.05892085422724431,0.005
0.36,vqc,30,v0_d2_g5,best_ema,500,2000,0.037368769183591014,0.02650620540250986,0.037851611553729264,0.025878998655007014,0.0
0.36,vqc,30,v0_d2_g5,best_ema,1000,2000,0.037368769183591014,0.018742717583638224,0.03728663759227986,0.018628422415306795,0.0
0.36,vqc,30,v0_d2_g5,best_ema,5000,2000,0.037368769183591014,0.008381998120019133,0.03721290026627172,0.008342605954989772,0.0
0.36,vqc,30,v0_d2_g5,best_ema,10000,2000,0.037368769183591014,0.005926967710558422,0.03731372626654871,0.0058682330657370335,0.0
0.36,qsnn,31,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,31,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,31,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,31,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,31,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,31,v0_d2_g5,best_ema,100,2000,0.03847738243710762,0.07398133346696929,0.03651208690006495,0.07216472629386037,0.0055
0.36,vqc,31,v0_d2_g5,best_ema,500,2000,0.03847738243710762,0.033085458139644704,0.03921117732138184,0.03342182785822039,0.0005
0.36,vqc,31,v0_d2_g5,best_ema,1000,2000,0.03847738243710762,0.023394951809206425,0.03848645693137255,0.023285347689546137,0.0
0.36,vqc,31,v0_d2_g5,best_ema,5000,2000,0.03847738243710762,0.010462540515143452,0.03784406774227618,0.010410942996005179,0.0
0.36,vqc,31,v0_d2_g5,best_ema,10000,2000,0.03847738243710762,0.007398133346696928,0.03841942884661164,0.007225124170226083,0.0
0.36,qsnn,32,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,32,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,32,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,32,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,32,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,32,v0_d2_g5,best_ema,100,2000,0.047763950576258346,0.06344961609140416,0.04832852950649531,0.0614929594569561,0.003
0.36,vqc,32,v0_d2_g5,best_ema,500,2000,0.047763950576258346,0.02837553094532884,0.04818578145841391,0.02832960687829925,0.0
0.36,vqc,32,v0_d2_g5,best_ema,1000,2000,0.047763950576258346,0.02006453035121075,0.04752372860783602,0.01941271340945208,0.0
0.36,vqc,32,v0_d2_g5,best_ema,5000,2000,0.047763950576258346,0.008973130760382994,0.04819204464638301,0.009047293245893812,0.0
0.36,vqc,32,v0_d2_g5,best_ema,10000,2000,0.047763950576258346,0.006344961609140416,0.0479517904870729,0.006366546941403788,0.0
0.36,qsnn,33,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,33,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,33,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,33,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,33,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,33,v0_d2_g5,best_ema,100,2000,0.07307441027726301,0.05080852132335204,0.07357769143358925,0.05164249994895693,0.0005
0.36,vqc,33,v0_d2_g5,best_ema,500,2000,0.07307441027726301,0.022722261503052545,0.07274299527667362,0.022547607715105656,0.0
0.36,vqc,33,v0_d2_g5,best_ema,1000,2000,0.07307441027726301,0.016067065192702488,0.07290796825522602,0.015882206006782924,0.0
0.36,vqc,33,v0_d2_g5,best_ema,5000,2000,0.07307441027726301,0.007185409993960705,0.07310929593167373,0.007330106964630893,0.0
0.36,vqc,33,v0_d2_g5,best_ema,10000,2000,0.07307441027726301,0.005080852132335204,0.07297912320453595,0.005124713066328889,0.0
0.36,qsnn,34,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,34,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,34,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,34,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,34,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,34,v0_d2_g5,best_ema,100,2000,0.08000520222579521,0.05528475551769881,0.0825111136568341,0.0556383131372848,0.0005
0.36,vqc,34,v0_d2_g5,best_ema,500,2000,0.08000520222579521,0.024724094291406224,0.07981747285907916,0.02504505073013992,0.0
0.36,vqc,34,v0_d2_g5,best_ema,1000,2000,0.08000520222579521,0.01748257473214895,0.0795166798283907,0.017784284594525235,0.0
0.36,vqc,34,v0_d2_g5,best_ema,5000,2000,0.08000520222579521,0.007818445104561046,0.08002660567063921,0.0077996973780031864,0.0
0.36,vqc,34,v0_d2_g5,best_ema,10000,2000,0.08000520222579521,0.005528475551769881,0.07987959920553066,0.0054665947892416,0.0
0.36,qsnn,35,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,35,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,35,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,35,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,35,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,35,v0_d2_g5,best_ema,100,2000,0.08402071749219714,0.06395565059434055,0.08541412421888302,0.06571268253208297,0.0015
0.36,vqc,35,v0_d2_g5,best_ema,500,2000,0.08402071749219714,0.02860183645483406,0.08306896063512334,0.028161677491199605,0.0
0.36,vqc,35,v0_d2_g5,best_ema,1000,2000,0.08402071749219714,0.020224552511601764,0.08349174995256496,0.020180341287357448,0.0
0.36,vqc,35,v0_d2_g5,best_ema,5000,2000,0.08402071749219714,0.00904469484609113,0.08434856287542707,0.009203566422803448,0.0
0.36,vqc,35,v0_d2_g5,best_ema,10000,2000,0.08402071749219714,0.006395565059434055,0.08419147999049162,0.006459981184492107,0.0
0.36,qsnn,36,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,36,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,36,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,36,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,36,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,36,v0_d2_g5,best_ema,100,2000,0.1397196719617933,0.051800749695893544,0.14000952992697802,0.051398193995416765,0.0
0.36,vqc,36,v0_d2_g5,best_ema,500,2000,0.1397196719617933,0.023165999521093904,0.13956803824404773,0.023397530582592255,0.0
0.36,vqc,36,v0_d2_g5,best_ema,1000,2000,0.1397196719617933,0.016380835354329812,0.13919171620197493,0.016078731249355847,0.0
0.36,vqc,36,v0_d2_g5,best_ema,5000,2000,0.1397196719617933,0.007325732276102662,0.13984187948397891,0.007309550144105563,0.0
0.36,vqc,36,v0_d2_g5,best_ema,10000,2000,0.1397196719617933,0.005180074969589354,0.1397025008457925,0.005056695978691684,0.0
0.36,qsnn,37,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,37,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,37,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,37,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,37,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,37,v0_d2_g5,best_ema,100,2000,0.07230898719870997,0.06477780138690659,0.07272852710437445,0.06428377286877107,0.001
0.36,vqc,37,v0_d2_g5,best_ema,500,2000,0.07230898719870997,0.02896951346682066,0.0726365664809543,0.029136540033194182,0.0
0.36,vqc,37,v0_d2_g5,best_ema,1000,2000,0.07230898719870997,0.0204845394200639,0.07233755700415301,0.02055581938201345,0.0
0.36,vqc,37,v0_d2_g5,best_ema,5000,2000,0.07230898719870997,0.0091609645262074,0.07240337699802546,0.00892785279494503,0.0
0.36,vqc,37,v0_d2_g5,best_ema,10000,2000,0.07230898719870997,0.0064777801386906595,0.07220464896575615,0.006623051073973677,0.0
0.36,qsnn,38,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,38,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,38,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,38,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,38,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,38,v0_d2_g5,best_ema,100,2000,0.059320119498465315,0.06408011139935119,0.05672423367290648,0.063703160474069,0.0025
0.36,vqc,38,v0_d2_g5,best_ema,500,2000,0.059320119498465315,0.028657497018941686,0.0586425200302135,0.028389841509155356,0.0
0.36,vqc,38,v0_d2_g5,best_ema,1000,2000,0.059320119498465315,0.020263910473926935,0.05978068625029874,0.0206358112425982,0.0
0.36,vqc,38,v0_d2_g5,best_ema,5000,2000,0.059320119498465315,0.009062296261934121,0.05912128187750071,0.008938683234261856,0.0
0.36,vqc,38,v0_d2_g5,best_ema,10000,2000,0.059320119498465315,0.006408011139935118,0.05924709455297425,0.006267265625813248,0.0
0.36,qsnn,39,q0_m90_d2_g5,best_ema,100,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,39,q0_m90_d2_g5,best_ema,500,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,39,q0_m90_d2_g5,best_ema,1000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,39,q0_m90_d2_g5,best_ema,5000,2000,0.0,0.0,0.0,0.0,0.0
0.36,qsnn,39,q0_m90_d2_g5,best_ema,10000,2000,0.0,0.0,0.0,0.0,0.0
0.36,vqc,39,v0_d2_g5,best_ema,100,2000,0.06751984223246528,0.06233782099191938,0.06940190894707572,0.06253690792325528,0.002
0.36,vqc,39,v0_d2_g5,best_ema,500,2000,0.06751984223246528,0.027878321061429023,0.06708986999746736,0.028956796467115842,0.0
0.36,vqc,39,v0_d2_g5,best_ema,1000,2000,0.06751984223246528,0.019712949870632213,0.0668598923022765,0.020943195196825512,0.0
0.36,vqc,39,v0_d2_g5,best_ema,5000,2000,0.06751984223246528,0.008815899189555861,0.06765054666290089,0.008992752135629058,0.0
0.36,vqc,39,v0_d2_g5,best_ema,10000,2000,0.06751984223246528,0.006233782099191938,0.06744706951005182,0.006434665285274453,0.0
