angle_degrees,fixed_pauli_measurement,fixed_pauli_success,helstrom_success,noise_model,noise_strength,phase_degrees,qsnn_helstrom_gap,qsnn_min_povm_eigenvalue,qsnn_success,qsnn_success_1024_shots,qsnn_success_128_shots,qsnn_success_512_shots,qsnn_train_seconds,qsnn_weighted_leakage,seed,unitary_helstrom_gap,unitary_success
75.0,X:+->1,0.6928556662365557,0.8043807145043603,depolarizing,0.0,37.0,0.0008520425517944963,0.00019043363297837395,0.8035286719525658,0.81103515625,0.77734375,0.8095703125,0.316185399889946,0.00019174123369863905,2,1.0547118733938987e-14,0.8043807145043498
75.0,X:+->1,0.6928556662365557,0.8043807145043603,depolarizing,0.0,37.0,0.0008003061452951377,0.00019006163724172455,0.8035804083590652,0.81640625,0.8359375,0.7900390625,0.31274289987049997,0.00019184822601991947,3,6.328271240363392e-15,0.804380714504354
75.0,X:+->1,0.6928556662365557,0.8043807145043603,depolarizing,0.0,37.0,0.0008658979787273813,0.0001905659395720517,0.803514816525633,0.7998046875,0.81640625,0.7822265625,0.3129941001534462,0.0001917090097431351,4,7.216449660063518e-15,0.8043807145043531
75.0,X:+->1,0.6832128829247279,0.7891616787791422,depolarizing,0.05,37.0,0.00082178386834586,0.00019334056070440472,0.7883398949107964,0.7802734375,0.80078125,0.7939453125,0.31862769997678697,0.00019449202453281078,0,4.6629367034256575e-15,0.7891616787791376
75.0,X:+->1,0.6832128829247279,0.7891616787791422,depolarizing,0.05,37.0,0.00083083282394536,0.0001934135780281941,0.7883308459551969,0.7900390625,0.796875,0.78515625,0.32164389989338815,0.00019447142133482975,1,4.440892098500626e-15,0.7891616787791378
75.0,X:+->1,0.6832128829247279,0.7891616787791422,depolarizing,0.05,37.0,0.0008164126570018304,0.00019329100319585962,0.7883452661221404,0.79638671875,0.76171875,0.7939453125,0.32659329986199737,0.00019450251146241326,2,1.199040866595169e-14,0.7891616787791302
75.0,X:+->1,0.6832128829247279,0.7891616787791422,depolarizing,0.05,37.0,0.0007672559807765378,0.0001929398368624958,0.7883944227983657,0.80224609375,0.8203125,0.7734375,0.3243567000608891,0.00019459692141382545,3,4.6629367034256575e-15,0.7891616787791376
75.0,X:+->1,0.6832128829247279,0.7891616787791422,depolarizing,0.05,37.0,0.0008295776106340691,0.00019341551362656162,0.7883321011685082,0.78515625,0.80078125,0.7666015625,0.32636409997940063,0.00019447424704338578,4,7.216449660063518e-15,0.789161678779135
75.0,X:+->1,0.6735700996129002,0.7739426430539242,depolarizing,0.1,37.0,0.0007858647574010558,0.00019629202183632418,0.7731567782965232,0.76513671875,0.78515625,0.779296875,0.3220422000158578,0.00019735383539343232,0,4.9960036108132044e-15,0.7739426430539192
75.0,X:+->1,0.6735700996129002,0.7739426430539242,depolarizing,0.1,37.0,0.000794439171089456,0.00019636094829719836,0.7731482038828348,0.7744140625,0.78125,0.7685546875,0.3187889000400901,0.0001973361793602968,1,4.884981308350689e-15,0.7739426430539194
75.0,X:+->1,0.6735700996129002,0.7739426430539242,depolarizing,0.1,37.0,0.0007807754292450397,0.00019624557536626055,0.7731618676246792,0.78076171875,0.74609375,0.779296875,0.3240291001275182,0.00019736290958516367,2,1.2989609388114332e-14,0.7739426430539113
75.0,X:+->1,0.6735700996129002,0.7739426430539242,depolarizing,0.1,37.0,0.0007341991723924801,0.0001959153370652659,0.7732084438815318,0.787109375,0.8046875,0.7578125,0.31370899989269674,0.00019744524857523427,3,3.552713678800501e-15,0.7739426430539207
75.0,X:+->1,0.6735700996129002,0.7739426430539242,depolarizing,0.1,37.0,0.0007932496540228318,0.0001963622825022594,0.7731493933999014,0.76953125,0.78515625,0.7509765625,0.31378279998898506,0.00019733841657898488,4,7.438494264988549e-15,0.7739426430539168
75.0,X:+->1,0.6542845329892446,0.7435045716034883,depolarizing,0.2,37.0,0.0007140012513253691,0.0002025058498595669,0.7427905703521629,0.73486328125,0.75390625,0.75,0.31858500000089407,0.00020339486026760278,0,6.994405055138486e-15,0.7435045716034813
75.0,X:+->1,0.6542845329892446,0.7435045716034883,depolarizing,0.2,37.0,0.000721625929592129,0.00020256643505633435,0.7427829456738961,0.74462890625,0.734375,0.740234375,0.31739920005202293,0.00020338255530299998,1,7.105427357601002e-15,0.7435045716034812
75.0,X:+->1,0.6542845329892446,0.7435045716034883,depolarizing,0.2,37.0,0.0007094759607926271,0.00020246556677589058,0.7427950956426956,0.75146484375,0.71484375,0.75,0.323114600032568,0.00020340131613783008,2,1.3433698597964394e-14,0.7435045716034748
75.0,X:+->1,0.6542845329892446,0.7435045716034883,depolarizing,0.2,37.0,0.0006680625887629521,0.00020217687141509976,0.7428365090147253,0.7578125,0.75390625,0.7275390625,0.32366280001588166,0.00020346101688528684,3,2.6645352591003757e-15,0.7435045716034856
75.0,X:+->1,0.6542845329892446,0.7435045716034883,depolarizing,0.2,37.0,0.000720567985354803,0.00020256680146624092,0.7427840036181335,0.740234375,0.75,0.7236328125,0.31327640009112656,0.00020338379672552032,4,9.992007221626409e-15,0.7435045716034783
75.0,X:+->1,0.634998966365589,0.7130665001530522,depolarizing,0.3,37.0,0.0006420984852429923,0.00020916997799193273,0.7124244016678092,0.708984375,0.72265625,0.720703125,0.32268400001339614,0.00020989640336838145,0,6.328271240363392e-15,0.7130665001530458
75.0,X:+->1,0.634998966365589,0.7130665001530522,depolarizing,0.3,37.0,0.000648772581141599,0.00020922215200672314,0.7124177275719106,0.71435546875,0.703125,0.7099609375,0.32689750008285046,0.00020988869400467847,1,8.770761894538737e-15,0.7130665001530434
75.0,X:+->1,0.634998966365589,0.7130665001530522,depolarizing,0.3,37.0,0.0006381375959355617,0.00020913569666644661,0.7124283625571166,0.7216796875,0.68359375,0.720703125,0.326603899942711,0.00020990054026170935,2,1.2434497875801753e-14,0.7130665001530397
75.0,X:+->1,0.634998966365589,0.7130665001530522,depolarizing,0.3,37.0,0.0006018899052969706,0.000208887467228023,0.7124646102477552,0.72802734375,0.72265625,0.6953125,0.3468373999930918,0.00020993976369504397,3,1.4432899320127035e-15,0.7130665001530507
75.0,X:+->1,0.634998966365589,0.7130665001530522,depolarizing,0.3,37.0,0.0006478464313647292,0.0002092218346499287,0.7124186537216874,0.7099609375,0.71875,0.6923828125,0.3181481999345124,0.00020988917605502255,4,1.5654144647214707e-14,0.7130665001530365
