epoch,global_step,loss_D,loss_G,grad_norm_D,grad_norm_G,discriminator_updates,generator_updates,V_trace,V_direct_success,accuracy,z_real,z_fake,output_mass_real,output_mass_fake,leakage_real,leakage_fake,fidelity_mean_states,trace_distance_mean_states,hellinger_mean_states,total_variation_mean_states,purity_real_mean_state,purity_fake_mean_state,trace_drift_max,trace_imag_max,hermiticity_drift_max,min_eigenvalue,autoencoder_reconstruction_mse,generated_mean_image_mse,generated_image_pixel_variance,real_image_pixel_variance,generated_latent_effective_dimensions,epoch_seconds,peak_cuda_memory_mb
25,1638,-0.5606721885620601,-0.4963561332730389,0.036425375010049534,1.1397712498745591,63,189,0.5457343459129333,0.5457343459129333,0.5,0.7508602738380432,0.5679229497909546,1.0,1.0,-2.2351741790771484e-08,-1.4901161193847656e-08,0.7226419373996703,0.36291783735621724,0.17651701029300865,0.19169940048126838,0.7409818247340774,0.6587648599837439,1.5037949196994305e-07,4.3877324610447355e-08,3.514431838712321e-08,-5.741318768006476e-08,0.006195189896970987,0.01587393693625927,0.03261059150099754,0.05331438407301903,59.14439010620117,10.402965000001132,104.63720703125
26,1701,-0.5615992214944627,-0.5327636320439596,0.03673249675286195,1.1015779413874187,63,189,0.5563433170318604,0.5563433170318604,0.5,0.7700545787811279,0.544681191444397,1.0,1.0,-7.450580596923828e-09,-2.2351741790771484e-08,0.7084754900642729,0.37558890376224086,0.18696863511643252,0.21396494653770748,0.7522742953662345,0.6649125786897641,1.434236764907837e-07,3.295249814336265e-08,3.781903629050954e-08,-5.6097100260570166e-08,0.006424744613468647,0.019711902365088463,0.030166422948241234,0.05595778673887253,59.13739776611328,10.58224809999956,104.63720703125
27,1764,-0.5624240324610755,-0.513729244943649,0.037827308570581766,1.11838006468677,63,189,0.5536780953407288,0.5536781549453735,0.5,0.784268856048584,0.569556474685669,1.000000238418579,1.0000001192092896,-1.341104507446289e-07,-1.2665987014770508e-07,0.7512511068519838,0.3393716491458238,0.1607745029008924,0.18135992860509306,0.7773213361542406,0.6486551099784912,2.0636070985347033e-07,3.006391851440027e-08,3.839941346661803e-08,-6.222990881035979e-08,0.004675273783504963,0.012461061589419842,0.034042831510305405,0.04841474071145058,59.518516540527344,11.019195500000933,104.63720703125
28,1827,-0.56165421576727,-0.5195036580953648,0.03685228369893536,1.1153066274981018,63,189,0.572834312915802,0.5728343725204468,0.5,0.7916513085365295,0.5003139972686768,1.000000238418579,1.0,-1.341104507446289e-07,-8.940696716308594e-08,0.6962202077219666,0.363573248425881,0.15449354638286394,0.168511571374154,0.7454182127129585,0.6039921820125316,2.50496668741107e-07,2.3725161029351793e-08,3.20808184470388e-08,-5.367436389442558e-08,0.007010740227997303,0.016880478709936142,0.03340058773756027,0.05995706096291542,60.151859283447266,10.731318599999213,104.63720703125
29,1890,-0.5612299508518643,-0.5273654069850053,0.03704334251464359,1.1054875396546864,63,189,0.5600496530532837,0.5600495934486389,0.5,0.7623339891433716,0.5221354961395264,0.9999999403953552,1.0,5.960464477539063e-08,4.470348358154297e-08,0.7119316441961844,0.36802541332745753,0.15813042138146208,0.1703204796895955,0.7190282283116561,0.6143356112482761,1.0209623724222183e-07,5.0435817649033265e-08,3.374679187684029e-08,-7.343762745846153e-08,0.004907638765871525,0.011474835686385632,0.03591646999120712,0.05504833906888962,59.55693054199219,10.662020499999926,104.63720703125
30,1953,-0.562601457512568,-0.5333596491624438,0.03690743014689476,1.1012886579705294,63,189,0.5447432398796082,0.5447432398796082,0.5,0.7569413185119629,0.5779683589935303,1.0,1.0,-5.960464477539063e-08,-7.450580596923828e-09,0.7187317149450149,0.3774113269710307,0.18247104814040557,0.20653124271135842,0.721407126122928,0.6481128910962092,8.986535249277949e-08,2.713765409612101e-08,4.4719797034632104e-08,-5.9537993305711616e-08,0.0061308108270168304,0.01720617339015007,0.03167679160833359,0.05394637584686279,60.1627311706543,10.32157400000142,104.63720703125
31,2016,-0.5619608078684125,-0.5367225791726794,0.0370964960505565,1.0917447871632047,63,189,0.5646321177482605,0.5646321773529053,0.5,0.7860009670257568,0.5274724960327148,1.0,1.0000001192092896,-8.940696716308594e-08,-9.685754776000977e-08,0.6929055508409103,0.38741001137504316,0.19156247035528665,0.21161626403508615,0.7678708673424401,0.6011204241920418,2.3374741431325674e-07,3.4639895753890704e-08,3.6166026888317614e-08,-5.2251531332422854e-08,0.004297934006899595,0.01797167956829071,0.04212736338376999,0.050768494606018066,59.99774169921875,10.287227100001473,104.63720703125
32,2079,-0.5619660218556722,-0.52168573541616,0.036422013053818356,1.1106797078299144,63,189,0.5535440444946289,0.5535439848899841,0.5,0.7535854578018188,0.5394093990325928,0.9999999403953552,1.0,3.725290298461914e-08,1.4901161193847656e-08,0.7049376808338332,0.37378243731049116,0.17870768091872352,0.1963378973299839,0.7213476252277772,0.6537430205844018,1.3691169442608953e-07,3.069382606413207e-08,3.4247480348119315e-08,-5.226752374874628e-08,0.00690867006778717,0.014196781441569328,0.035732023417949677,0.05849611386656761,60.554351806640625,10.461043799998151,104.63720703125
33,2142,-0.5612724773467533,-0.5254579304702698,0.03681043301901174,1.1138786834383767,63,189,0.5592177510261536,0.5592178106307983,0.5,0.7443073987960815,0.5074364542961121,1.0,1.0,0.0,-4.470348358154297e-08,0.6809026855054955,0.4174993889595157,0.2044333639356816,0.2499726782518184,0.7055282428012384,0.6109900097407654,1.326698111370206e-07,4.078983505476086e-08,6.006850114687196e-08,-5.3055406804872595e-08,0.006403426639735699,0.02047879807651043,0.031876057386398315,0.05331917479634285,57.730255126953125,10.419528100002935,104.63720703125
34,2205,-0.5615214781155662,-0.5407422495582116,0.03632539971953347,1.0937627317413452,63,189,0.5535573959350586,0.5535574555397034,0.5,0.7645922899246216,0.5503627061843872,1.0,1.0,-7.450580596923828e-08,-6.705522537231445e-08,0.6916456734423929,0.3785728523224514,0.18917794880175906,0.20779218666850788,0.7107872348017138,0.6187776829403546,1.9787694327533245e-07,4.3554599836459484e-08,3.55857856097497e-08,-6.802442844022811e-08,0.006803139112889767,0.015071481466293335,0.03617643564939499,0.058463916182518005,58.328155517578125,10.376235199997609,104.63720703125
35,2268,-0.5627434953810677,-0.530116739727202,0.03626569118055086,1.106084808470711,63,189,0.5772943496704102,0.5772943496704102,0.5,0.7990849018096924,0.4899075925350189,1.0,1.0,2.2351741790771484e-08,2.2351741790771484e-08,0.7277271911061247,0.3524226323879431,0.16382252469846312,0.18317136250762592,0.7752845561190869,0.650738692780864,1.2214877642691135e-07,3.364337294864406e-08,3.1828894262453654e-08,-5.366697321920291e-08,0.005910645704716444,0.011078211478888988,0.034499164670705795,0.05437272787094116,59.64244079589844,10.463208799999848,104.63720703125
36,2331,-0.56133376605927,-0.5327611043655053,0.03612017510310998,1.1017202391195549,63,189,0.538989245891571,0.5389893054962158,0.5,0.7333642244338989,0.5774072408676147,1.0,1.0,7.450580596923828e-09,-7.450580596923828e-08,0.7364843431650192,0.32477311570150724,0.14734346380108077,0.16709185346311445,0.7067280414079449,0.6716157859699666,1.460502971895039e-07,3.208206086902088e-08,4.53201124839352e-08,-6.645028510546777e-08,0.006291350349783897,0.011862311512231827,0.03109225630760193,0.05649707093834877,60.38826370239258,10.2702031000008,104.63720703125
37,2394,-0.5615086602786231,-0.5300122751760735,0.03612927950563885,1.0943006299160145,63,189,0.5759961605072021,0.5759961605072021,0.5,0.7902822494506836,0.48629769682884216,1.0000001192092896,1.0,-9.685754776000977e-08,-6.705522537231445e-08,0.708951125122429,0.3804591049176501,0.1810866139966124,0.2105518411473127,0.7854491864443632,0.6221880230251233,2.3205939214676619e-07,3.374054197841092e-08,2.637571466283566e-08,-6.184826171106455e-08,0.005547668319195509,0.013616975396871567,0.03678465262055397,0.046837661415338516,58.444026947021484,10.41824760000236,104.63720703125
38,2457,-0.5629327968945579,-0.5297827452578873,0.03630162991346821,1.1059005392922296,63,189,0.5613331198692322,0.561333179473877,0.5,0.7818518877029419,0.5365194082260132,1.0,1.0000001192092896,-8.940696716308594e-08,-1.043081283569336e-07,0.7146873031220857,0.3743567643599088,0.1748836912546821,0.1997877550261543,0.753494076646111,0.6407062169736691,2.6013003662228584e-07,2.9212880733354984e-08,3.7990655851310376e-08,-6.059003020157575e-08,0.005351369269192219,0.02277134358882904,0.03489421680569649,0.05696713924407959,59.65711975097656,10.44644419999895,104.63720703125
39,2520,-0.5613990492290921,-0.5283948039567029,0.03637778345081541,1.111812101785468,63,189,0.5616663694381714,0.5616663694381714,0.5,0.7536803483963013,0.5070149302482605,1.0,1.0,-2.9802322387695312e-08,0.0,0.72451088184257,0.38107422014783926,0.1914076718247501,0.21674212505203602,0.7716161267875349,0.6735746830579363,1.1044176062569022e-07,2.613729013778432e-08,3.7741552885532624e-08,-5.6427553891356964e-08,0.00642258208245039,0.023330722004175186,0.025968285277485847,0.05144048109650612,61.287261962890625,10.263439700000163,104.63720703125
40,2583,-0.5613815727688017,-0.5275253655103148,0.03554878150305105,1.1052987190781447,63,189,0.5639424324035645,0.5639424324035645,0.5,0.7811863422393799,0.5254167318344116,1.0,1.0,7.450580596923828e-09,-6.705522537231445e-08,0.7236098744326287,0.33867017411878897,0.1482560533963174,0.16263312064821892,0.7456950798385139,0.6385186736518511,1.6402918845415115e-07,3.527272630053646e-08,4.607929615994163e-08,-5.324765136997293e-08,0.007175517734140158,0.008141614496707916,0.03569789603352547,0.0522516593337059,59.594966888427734,10.442437000001519,104.63720703125
41,2646,-0.5617564235414777,-0.5471698767924434,0.03537442745079124,1.0901789412927376,63,189,0.5702424049377441,0.5702424049377441,0.5,0.7994624972343445,0.5184929370880127,1.000000238418579,1.000000238418579,-1.341104507446289e-07,-1.4901161193847656e-07,0.685393755399639,0.4219406041897784,0.22345740818523868,0.24610572245055484,0.7089658867194166,0.6659865744720399,2.474153006915003e-07,4.076313884007754e-08,3.4553533367898126e-08,-6.05160882572953e-08,0.005492859985679388,0.01963638886809349,0.029267502948641777,0.06124226748943329,57.828060150146484,10.474250899998879,104.63720703125
42,2709,-0.5625319357902284,-0.535144928586546,0.035594190722183575,1.1019784855464148,63,189,0.5422263145446777,0.5422264337539673,0.5,0.7726706266403198,0.6037652492523193,1.0,1.000000238418579,-2.9802322387695312e-08,-1.2665987014770508e-07,0.7160223280355625,0.36317342917161155,0.18475664941903566,0.2051834406997507,0.7089835108834476,0.6480934193042602,2.0315383153501898e-07,1.7113176299654587e-08,3.332000937312528e-08,-5.8676383056500554e-08,0.005326054524630308,0.017486590892076492,0.03287893533706665,0.062100235372781754,58.854957580566406,10.56987780000054,104.63720703125
